,id,matrix_gpa,language_test_scores,reading_test_score,math_test_scores,total_points,matrix_languauge,matrix_math,matrix_reading,status,matrix_languauge_retest,matrix_math_retest,matrix_reading_restest,total_points_retest,updated_at,guardian1_email,guardian2_email,grade,deliver_test_accomodation_approved,test_date_sign_up,current_school,gpa,language_test_scores2,reading_test_score2,math_test_scores2
147,148,,53.0,69.0,64.0,35,7,13,15,In Processing,,,,,2024-10-02 15:48:22,,,9,,April 26 2025 (No-rest option),International School of Louisiana,,,,
148,149,22.0,81.0,92.0,97.0,99.0,21,29,27,Eligible,,,,22.0,2024-10-02 17:39:37,,,9,,November 16 2024,The Willow School,2.75,,,
149,150,30.0,92.0,88.0,70.0,98.0,27,16,25,Eligible,,,,30.0,2024-10-02 17:56:52,,,10,,January 18 2025,Other,4.0,,,
150,151,30.0,89.0,98.0,98.0,115.0,25,30,30,Eligible,,,,30.0,2024-10-02 18:01:27,,,9,,November 16 2024,Bricolage Academy,3.75,,,
151,152,18.0,98.0,98.0,97.0,107.0,30,29,30,Eligible,,,,18.0,2024-10-02 18:05:53,,,9,Test Accommodations Approved,December 14 2024,Lake Forest Elementary Charter School,2.38,,,
152,153,,53.0,92.0,45.0,37,7,3,27,In Processing,,,,,2024-10-02 19:53:32,,,9,,March 22 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
153,154,30.0,99.0,92.0,99.0,117.0,30,30,27,Eligible,,,,30.0,2024-10-02 20:20:43,,,9,,November 16 2024,Lake Castle Private School,3.88,,,
154,155,30.0,76.0,96.0,83.0,100.0,19,22,29,Eligible,,,,30.0,2024-10-02 23:27:33,,,9,,November 16 2024,Mary McLeod Bethune Elementary,3.75,,,
155,156,,70.0,92.0,63.0,55,16,12,27,In Processing,,,,,2024-10-03 7:05:38,,,9,,February 15 2025 (No-rest option),Morris Jeff Community School,,,,
156,157,30.0,95.0,99.0,99.0,118.0,28,30,30,Eligible,,,,30.0,2024-10-03 8:53:00,,,9,,November 16 2024,Lake Forest Elementary Charter School,3.63,,,
157,158,,32.0,69.0,53.0,23,1,7,15,In Processing,,,,,2024-10-03 9:04:16,,,9,,March 22 2025 (No-rest option),Edward Hynes Lakeview,,,,
158,159,,37.0,55.0,57.0,18,1,9,8,In Processing,,,,,2024-10-03 9:41:23,,,9,,March 22 2025 (No-rest option),International School of Louisiana,,,,
159,160,27.0,79.0,82.0,78.0,89.0,20,20,22,Eligible,,,,27.0,2024-10-03 10:33:17,,,9,,November 16 2024,Success at Thurgood Marshall,3.25,,,
160,161,,50.0,67.0,53.0,27,6,7,14,In Processing,,,,,2024-10-03 12:26:35,,,9,,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
161,162,,11.0,26.0,48.0,7,1,5,1,In Processing,,,,,2024-10-03 12:59:55,,,9,,December 14 2024,Other,,,,
162,163,30.0,93.0,99.0,99.0,117.0,27,30,30,Eligible,,,,30.0,2024-10-03 13:03:58,,,9,,November 16 2024,Metairie Park Country Day,4.0,,,
163,164,,29.0,28.0,30.0,3,1,1,1,In Processing,,,,,2024-10-03 14:35:42,,,9,,March 22 2025 (No-rest option),Edward Hynes Lakeview,,,,
164,165,,60.0,56.0,90.0,46,11,26,9,In Processing,,,,,2024-10-03 15:01:30,,,9,,March 22 2025 (No-rest option),Lake Forest Elementary Charter School,,,,
165,166,30.0,79.0,99.0,94.0,108.0,20,28,30,Eligible,,,,30.0,2024-11-21 15:20:47,,,9,,December 14 2024,Bricolage Academy,3.88,,,
166,167,30.0,93.0,98.0,91.0,113.0,27,26,30,Eligible,,,,30.0,2024-10-03 17:20:49,,,9,,December 14 2024,Audubon Uptown Montessori and French,3.75,,,
167,168,,64.0,89.0,75.0,56,13,18,25,In Processing,,,,,2024-10-03 18:07:04,,,9,,November 16 2024,Ecole Bilingue,,,,
168,169,30.0,98.0,88.0,99.0,115.0,30,30,25,Eligible,,,,30.0,2024-10-03 18:10:29,,,9,,November 16 2024,Lake Castle Private School,3.75,,,
169,170,30.0,86.0,99.0,99.0,114.0,24,30,30,Eligible,,,,30.0,2024-10-03 18:32:16,,,9,,November 16 2024,The Willow School,3.88,,,
170,171,,55.0,73.0,97.0,54,8,29,17,In Processing,,,,,2024-10-03 18:20:31,,,9,,April 26 2025 (No-rest option),Ecole Bilingue,,,,
171,172,,70.0,74.0,71.0,50,16,16,18,In Processing,,,,,2024-10-03 19:18:55,,,9,,February 15 2025 (No-rest option),Lake Forest Elementary Charter School,,,,
172,173,30.0,88.0,95.0,90.0,109.0,25,26,28,Eligible,,,,30.0,2024-10-03 19:41:11,,,9,,December 14 2024,Bricolage Academy,3.88,,,
173,174,,32.0,38.0,70.0,18,1,16,1,In Processing,,,,,2024-10-03 20:42:41,,,10,,April 26 2025 (No-rest option),Other,,,,
174,175,30.0,99.0,99.0,99.0,120.0,30,30,30,Eligible,,,,30.0,2024-10-03 21:11:19,,,9,,November 16 2024,Lake Castle Private School,4.0,,,
175,176,,22.0,84.0,75.0,42,1,18,23,In Processing,,,,,2024-10-04 14:27:16,,,9,,March 22 2025 (No-rest option),Morris Jeff Community School,,,,
176,177,30.0,77.0,88.0,86.0,98.0,19,24,25,Eligible,,,,30.0,2024-10-03 21:49:48,,,9,,December 14 2024,Alice Harte Charter School,3.5,,,
177,178,30.0,99.0,98.0,99.0,120.0,30,30,30,Eligible,,,,30.0,2024-10-07 18:27:18,,,9,,November 16 2024,Lake Castle Private School,3.88,,,
178,179,,97.0,90.0,43.0,57,29,2,26,In Processing,,,,,2024-10-03 22:05:39,,,10,,April 26 2025 (No-rest option),Other,,,,
179,180,30.0,92.0,96.0,76.0,105.0,27,19,29,Eligible,,,,30.0,2024-10-04 2:52:13,,,9,,December 14 2024,Trinity Episcopal School,3.75,,,
180,181,,79.0,79.0,72.0,57,20,17,20,In Processing,,,,,2024-10-04 9:25:17,,,9,,January 18 2025,Elan Academy,,,,
181,182,,,,,0,,,,In Processing,,,,,2024-10-04 10:48:45,,,11,,,Other,,,,
182,183,30.0,89.0,99.0,93.0,112.0,25,27,30,Eligible,,,,30.0,2024-10-04 12:27:20,,,9,,December 14 2024,Audubon Uptown Montessori and French,4.0,,,
183,184,27.0,86.0,97.0,82.0,102.0,24,22,29,Eligible,,,,27.0,2024-10-04 17:14:24,,,9,,January 18 2025,Lake Forest Elementary Charter School,3.25,,,
184,185,25.0,74.0,98.0,85.0,96.0,18,23,30,Eligible,,,,25.0,2024-10-08 20:45:35,,,9,,December 14 2024,St. Paul's Episcopal School,3.0,,,
185,186,30.0,97.0,99.0,99.0,119.0,29,30,30,Eligible,,,,30.0,2024-10-04 19:25:21,,,9,,November 16 2024,Edward Hynes Lakeview,3.75,,,
186,187,30.0,96.0,85.0,82.0,104.0,29,22,23,Eligible,,,,30.0,2024-10-04 20:46:05,,,10,,November 16 2024,The Willow School,3.8,,,
187,188,30.0,96.0,99.0,99.0,119.0,29,30,30,Eligible,,,,30.0,2024-10-04 22:02:32,,,9,,November 16 2024,Lake Forest Elementary Charter School,4.0,,,
188,189,18.0,84.0,83.0,78.0,83.0,23,20,22,In Processing,,,,18.0,2024-10-05 3:17:14,,,9,,March 22 2025 (No-rest option),Lake Castle Private School,2.38,,,
189,190,30.0,94.0,99.0,88.0,113.0,28,25,30,Eligible,,,,30.0,2024-10-06 19:51:52,,,9,,November 16 2024,Bricolage Academy,4.0,,,
190,191,27.0,63.0,99.0,69.0,84.0,12,15,30,Eligible,,,,27.0,2024-10-05 8:45:44,,,9,,March 22 2025 (No-rest option),Audubon Gentilly,3.25,,,
191,192,30.0,82.0,95.0,90.0,106.0,22,26,28,Eligible,,,,30.0,2024-10-05 10:05:31,,,9,,January 18 2025,International School of Louisiana,4.0,,,
192,193,30.0,53.0,75.0,97.0,84.0,7,29,18,Eligible,,,,30.0,2025-04-02 7:49:30,,,9,,March 22 2025 (No-rest option),St. George's Episcopal School,3.5,,,
193,194,30.0,95.0,95.0,86.0,110.0,28,24,28,Eligible,,,,30.0,2024-10-11 11:39:21,,,9,,November 16 2024,Audubon Uptown Montessori and French,4.0,,,
194,195,30.0,99.0,99.0,99.0,120.0,30,30,30,Eligible,,,,30.0,2024-10-05 11:53:51,,,9,,December 14 2024,Edward Hynes Lakeview,,,,
195,196,30.0,75.0,95.0,99.0,106.0,18,30,28,Eligible,,,,30.0,2024-10-05 12:10:33,,,9,,January 18 2025,Bricolage Academy,3.88,,,
196,197,30.0,98.0,96.0,93.0,116.0,30,27,29,Eligible,,,,30.0,2024-10-05 12:37:26,,,11,,January 18 2025,Metairie Park Country Day,3.77,,,
197,198,30.0,82.0,98.0,81.0,103.0,22,21,30,Eligible,,,,30.0,2024-10-05 14:50:42,,,9,,November 16 2024,Audubon Gentilly,3.75,,,
198,199,30.0,68.0,98.0,99.0,105.0,15,30,30,Eligible,,,,30.0,2024-10-05 13:28:13,,,9,,November 16 2024,Lake Forest Elementary Charter School,4.0,,,
199,200,30.0,89.0,88.0,93.0,107.0,25,27,25,Eligible,,,,30.0,2024-10-05 17:12:32,,,9,,November 16 2024,St. Paul's Episcopal School,4.0,,,
200,201,30.0,88.0,90.0,97.0,110.0,25,29,26,In Processing,,,,30.0,2024-10-14 13:10:00,,,9,,November 16 2024,Other,4.0,,,
201,202,,,,,0,,,,In Processing,,,,,2024-10-05 20:41:20,,,9,,April 26 2025 (No-rest option),Lake Forest Elementary Charter School,,,,
202,203,30.0,89.0,99.0,99.0,115.0,25,30,30,Eligible,,,,30.0,2024-10-06 9:02:20,,,9,,November 16 2024,Bricolage Academy,3.88,,,
203,204,27.0,84.0,92.0,90.0,103.0,23,26,27,Eligible,,,,27.0,2024-10-06 12:09:57,,,9,,January 18 2025,Audubon Gentilly,3.25,,,
204,205,,31.0,77.0,88.0,45,1,25,19,In Processing,,,,,2024-10-06 12:42:06,,,9,,April 26 2025 (No-rest option),Other,,,,
205,206,25.0,,,,25.0,,,,In Processing,,,,25.0,2024-10-06 12:58:28,,,9,,,International School of Louisiana,3.0,,,
206,207,30.0,96.0,99.0,99.0,119.0,29,30,30,In Processing,,,,30.0,2024-10-06 14:30:45,,,9,,January 18 2025,Other,4.0,,,
207,208,30.0,96.0,99.0,99.0,119.0,29,30,30,Eligible,,,,30.0,2024-10-06 14:30:45,,,9,,January 18 2025,Other,4.0,,,
208,209,30.0,92.0,97.0,98.0,116.0,27,30,29,Eligible,,,,30.0,2024-10-06 16:28:11,,,9,,December 14 2024,Morris Jeff Community School,4.0,,,
209,210,30.0,91.0,99.0,93.0,113.0,26,27,30,Eligible,,,,30.0,2024-10-06 17:00:45,,,9,,November 16 2024,Lycee Francais de la Nouvelle Orleans,4.0,,,
210,211,,86.0,69.0,28.0,40,24,1,15,In Processing,,,,,2024-10-06 17:45:12,,,9,,February 15 2025 (No-rest option),Other,,,,
211,212,30.0,78.0,94.0,79.0,98.0,20,20,28,Eligible,,,,30.0,2024-10-06 19:16:27,,,9,,November 16 2024,Ecole Bilingue,4.0,,,
212,213,30.0,72.0,84.0,99.0,100.0,17,30,23,Eligible,,,,30.0,2024-10-06 20:14:51,,,9,,November 16 2024,Lake Forest Elementary Charter School,4.0,,,
213,214,,43.0,86.0,51.0,32,2,6,24,In Processing,,,,,2024-10-06 20:27:30,,,9,,February 15 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,,,,
214,215,,,,,0,,,,In Processing,,,,,2024-10-06 20:50:44,,,9,,January 18 2025,Mary McLeod Bethune Elementary,,,,
215,216,,,,,0,,,,In Processing,,,,,2024-10-06 21:34:26,,,9,,January 18 2025,KIPP East,,,,
216,217,30.0,79.0,85.0,99.0,103.0,20,30,23,Eligible,,,,30.0,2024-10-06 21:39:45,,,9,,November 16 2024,Lake Forest Elementary Charter School,3.88,,,
217,218,30.0,90.0,96.0,76.0,104.0,26,19,29,Eligible,,,,30.0,2024-10-06 21:54:24,,,9,,December 14 2024,Mount Carmel Academy,3.5,,,
218,219,30.0,96.0,99.0,99.0,119.0,29,30,30,Eligible,,,,30.0,2024-10-08 12:16:22,,,9,Test Accommodations Approved,January 18 2025,Other,4.0,,,
219,220,,52.0,56.0,51.0,22,7,6,9,In Processing,,,,,2024-10-07 4:14:00,,,9,,April 26 2025 (No-rest option),Edward Hynes Parkview,,,,
220,221,30.0,97.0,99.0,99.0,119.0,29,30,30,Eligible,,,,30.0,2024-10-07 7:47:08,,,10,,December 14 2024,Other,4.0,,,
221,222,28.0,91.0,99.0,99.0,114.0,26,30,30,Eligible,,,,28.0,2024-10-07 8:24:14,,,9,,November 16 2024,Edward Hynes Lakeview,3.38,,,
222,223,,,,,0,,,,In Processing,,,,,2024-10-07 8:58:36,,,9,,March 22 2025 (No-rest option),The Willow School,,,,
223,224,30.0,67.0,88.0,91.0,95.0,14,26,25,Eligible,,,,30.0,2024-10-07 9:53:53,,,9,,December 14 2024,Audubon Uptown Montessori and French,4.0,,,
224,225,28.0,99.0,96.0,88.0,112.0,30,25,29,Eligible,,,,28.0,2024-10-07 9:51:25,,,9,,December 14 2024,Lake Castle Private School,3.38,,,
225,226,,64.0,48.0,64.0,31,13,13,5,In Processing,,,,,2024-10-07 10:45:57,,,9,,April 26 2025 (No-rest option),Edward Hynes Lakeview,,,,
226,227,30.0,94.0,99.0,88.0,113.0,28,25,30,Eligible,,,,30.0,2024-10-07 12:13:45,,,9,,December 14 2024,Ecole Bilingue,4.0,,,
227,228,30.0,89.0,99.0,99.0,115.0,25,30,30,Eligible,,,,30.0,2024-10-07 12:41:13,,,9,,November 16 2024,Metairie Park Country Day,3.75,,,
228,229,30.0,93.0,99.0,63.0,99.0,27,12,30,Eligible,,,,30.0,2024-10-07 13:26:29,,,9,,November 16 2024,Trinity Episcopal School,4.0,,,
229,230,,61.0,84.0,57.0,43,11,9,23,In Processing,,,,,2024-10-07 15:06:06,,,9,,April 26 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,,,,
230,231,30.0,89.0,99.0,98.0,115.0,25,30,30,Eligible,,,,30.0,2024-10-07 15:15:32,,,9,,November 16 2024,Bricolage Academy,4.0,,,
231,232,27.0,99.0,95.0,99.0,115.0,30,30,28,Eligible,,,,27.0,2024-10-07 17:32:44,,,9,,November 16 2024,Lake Castle Private School,3.25,,,
232,233,30.0,87.0,99.0,99.0,114.0,24,30,30,Eligible,,,,30.0,2024-10-07 17:42:32,,,9,,December 14 2024,The Willow School,4.0,,,
233,234,,,,,0,,,,In Processing,,,,,2024-10-07 18:00:48,,,9,,,Belle Chasse Academy,,,,
234,235,,52.0,60.0,88.0,43,7,25,11,In Processing,,,,,2024-10-08 19:49:54,,,9,,March 22 2025 (No-rest option),Lake Castle Private School,,,,
235,236,,52.0,60.0,88.0,43,7,25,11,In Processing,,,,,2024-10-08 19:49:54,,,9,,March 22 2025 (No-rest option),Lake Castle Private School,,,,
236,237,,,,,0,,,,In Processing,,,,,2024-10-07 21:24:28,,,9,,January 18 2025,Trinity Episcopal School,,,,
237,238,30.0,96.0,98.0,88.0,114.0,29,25,30,Eligible,,,,30.0,2024-11-05 13:49:24,,,9,,November 16 2024,International School of Louisiana,4.0,,,
238,239,27.0,97.0,94.0,90.0,110.0,29,26,28,Eligible,,,,27.0,2024-10-07 22:07:07,,,9,,November 16 2024,Lake Castle Private School,3.25,,,
239,240,30.0,99.0,99.0,99.0,120.0,30,30,30,Eligible,,,,30.0,2024-10-08 7:56:20,,,9,,November 16 2024,Lake Castle Private School,3.63,,,
240,241,,82.0,71.0,93.0,65,22,27,16,In Processing,,,,,2024-10-11 18:44:34,,,9,,November 16 2024,Trinity Episcopal School,,,,
241,242,,47.0,73.0,73.0,38,4,17,17,In Processing,,,,,2024-10-08 9:30:42,,,9,,April 26 2025 (No-rest option),Lake Forest Elementary Charter School,,,,
242,243,30.0,82.0,98.0,99.0,112.0,22,30,30,Eligible,,,,30.0,2024-10-08 10:17:37,,,9,,November 16 2024,Edward Hynes Lakeview,4.0,,,
243,244,,53.0,65.0,95.0,48,7,28,13,In Processing,,,,,2024-10-08 10:27:45,,,9,,November 16 2024,Lake Forest Elementary Charter School,,,,
244,245,,82.0,99.0,45.0,55,22,3,30,In Processing,,,,,2024-10-08 11:58:11,,,9,,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
245,246,,54.0,69.0,63.0,35,8,12,15,In Processing,,,,,2024-10-08 13:05:47,,,9,,April 26 2025 (No-rest option),Other,,,,
246,247,,65.0,73.0,70.0,46,13,16,17,In Processing,,,,,2024-10-08 13:37:54,,,9,,April 26 2025 (No-rest option),Ecole Bilingue,,,,
247,248,,64.0,77.0,65.0,45,13,13,19,In Processing,,,,,2024-10-08 16:59:29,,,9,,March 22 2025 (No-rest option),Lake Castle Private School,,,,
248,249,,9.0,67.0,13.0,16,1,1,14,In Processing,,,,,2024-10-08 17:39:08,,,9,,December 14 2024,Audubon Gentilly,,,,
249,250,30.0,97.0,99.0,99.0,119.0,29,30,30,Eligible,,,,30.0,2024-10-08 19:57:09,,,9,,November 16 2024,Edward Hynes Lakeview,4.0,,,
250,251,,95.0,88.0,59.0,63,28,10,25,In Processing,,,,,2024-10-08 17:57:58,,,10,,April 26 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,,,,
251,252,,63.0,43.0,60.0,25,12,11,2,In Processing,,,,,2024-10-08 18:13:30,,,9,,April 26 2025 (No-rest option),Lake Castle Private School,,,,
252,253,,,,,0,,,,In Processing,,,,,2024-10-08 18:31:34,,,9,,,Other,,,,
253,254,30.0,96.0,97.0,99.0,118.0,29,30,29,Eligible,,,,30.0,2024-10-08 19:01:58,,,9,,November 16 2024,Audubon Uptown Montessori and French,4.0,,,
254,255,30.0,69.0,89.0,86.0,94.0,15,24,25,Eligible,,,,30.0,2024-10-08 20:17:32,,,9,,November 16 2024,Audubon Uptown Montessori and French,3.5,,,
255,256,,56.0,70.0,71.0,41,9,16,16,In Processing,,,,,2024-10-09 20:55:56,,,9,,March 22 2025 (No-rest option),Belle Chasse Academy,,,,
256,257,,51.0,65.0,43.0,21,6,2,13,In Processing,,,,,2024-10-09 9:45:04,,,9,,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
257,258,30.0,75.0,98.0,71.0,94.0,18,16,30,Eligible,,,,30.0,2024-10-09 15:25:13,,,9,,November 16 2024,Trinity Episcopal School,4.0,,,
258,259,,,,,0,,,,In Processing,,,,,2024-10-09 17:12:54,,,9,,April 26 2025 (No-rest option),Other,,,,
259,260,30.0,99.0,99.0,99.0,120.0,30,30,30,Eligible,,,,30.0,2024-10-09 20:09:34,,,9,,November 16 2024,Lake Castle Private School,4.0,,,
260,261,,78.0,67.0,65.0,47,20,13,14,In Processing,,,,,2024-10-09 20:31:46,,,9,,March 22 2025 (No-rest option),Lake Castle Private School,,,,
261,262,,55.0,80.0,75.0,47,8,18,21,In Processing,,,,,2024-10-09 21:56:16,,,9,,February 15 2025 (No-rest option),Lake Forest Elementary Charter School,,,,
262,263,30.0,90.0,99.0,90.0,112.0,26,26,30,Eligible,,,,30.0,2024-10-09 22:17:00,,,9,,November 16 2024,Lake Forest Elementary Charter School,3.88,,,
263,264,30.0,91.0,99.0,99.0,116.0,26,30,30,Eligible,,,,30.0,2024-10-09 23:40:35,,,9,,December 14 2024,Lycee Francais de la Nouvelle Orleans,4.0,,,
264,265,,,,,0,,,,In Processing,,,,,2024-10-10 2:07:52,,,9,,,Other,,,,
265,266,,28.0,48.0,28.0,7,1,1,5,In Processing,,,,,2024-10-10 6:01:33,,,9,,November 16 2024,Morris Jeff Community School,,,,
266,267,,58.0,56.0,65.0,32,10,13,9,In Processing,,,,,2024-10-10 7:44:19,,,9,,April 26 2025 (No-rest option),Benjamin Franklin Elementary,,,,
267,268,,83.0,92.0,69.0,64,22,15,27,In Processing,,,,,2024-10-10 9:13:35,,,10,,November 16 2024,Other,,,,
268,269,30.0,88.0,99.0,93.0,112.0,25,27,30,In Processing,,,,30.0,2024-10-10 9:16:47,,,11,,November 16 2024,Other,3.83,,,
269,270,,,,,0,,,,In Processing,,,,,2024-10-10 9:37:11,,,10,,January 18 2025,Other,,,,
270,271,30.0,95.0,98.0,79.0,108.0,28,20,30,Eligible,,,,30.0,2025-03-27 8:16:30,,,9,,November 16 2024,Other,3.83,,,
271,272,30.0,95.0,97.0,99.0,117.0,28,30,29,Eligible,,,,30.0,2024-10-10 11:00:08,,,9,,December 14 2024,Edward Hynes Lakeview,3.88,,,
272,273,30.0,98.0,99.0,98.0,120.0,30,30,30,Eligible,,,,30.0,2025-01-30 14:39:29,,,9,,December 14 2024,Louise McGehee,4.0,,,
273,274,30.0,99.0,99.0,99.0,120.0,30,30,30,Eligible,,,,30.0,2024-10-10 11:41:01,,,9,,November 16 2024,Lake Castle Private School,4.0,,,
274,275,,,,,0,,,,In Processing,,,,,2024-10-10 17:26:54,,,9,,,Bricolage Academy,,,,
275,276,,,,,0,,,,In Processing,,,,,2024-10-10 18:00:47,,,9,,,Other,,,,
276,277,,87.0,67.0,88.0,63,24,25,14,In Processing,,,,,2024-10-10 18:07:32,,,9,,April 26 2025 (No-rest option),Lake Forest Elementary Charter School,2.88,,,
277,278,,26.0,32.0,19.0,3,1,1,1,In Processing,,,,,2024-10-10 18:22:21,,,9,,March 22 2025 (No-rest option),Other,,,,
278,279,,27.0,86.0,63.0,37,1,12,24,In Processing,,,,,2024-10-10 19:07:15,,,9,,February 15 2025 (No-rest option),Edward Hynes Lakeview,,,,
279,280,,60.0,90.0,48.0,42,11,5,26,In Processing,,,,,2024-10-10 20:11:58,,,9,,April 26 2025 (No-rest option),Homer Plessy Community School,,,,
280,281,,46.0,87.0,79.0,48,4,20,24,In Processing,,,,,2024-10-10 20:16:46,,,9,,February 15 2025 (No-rest option),Lake Forest Elementary Charter School,,,,
281,282,,22.0,45.0,30.0,5,1,1,3,In Processing,,,,,2024-12-06 10:12:54,,,9,,November 16 2024,Mary McLeod Bethune Elementary,,,,
282,283,30.0,68.0,91.0,88.0,96.0,15,25,26,Eligible,,,,30.0,2024-10-10 20:48:18,,,9,,November 16 2024,Arthur Ashe Charter School,3.75,,,
283,284,30.0,80.0,96.0,99.0,110.0,21,30,29,Eligible,,,,30.0,2024-10-10 20:39:06,,,9,,December 14 2024,Lake Castle Private School,4.0,,,
284,285,30.0,66.0,95.0,90.0,98.0,14,26,28,Eligible,,,,30.0,2024-10-10 20:54:15,,,9,,November 16 2024,Success at Thurgood Marshall,4.0,,,
285,286,,,,,0,,,,In Processing,,,,,2024-10-10 21:10:03,,,9,,,Lake Castle Private School,,,,
286,287,30.0,99.0,99.0,99.0,120.0,30,30,30,Eligible,,,,30.0,2024-10-10 21:48:04,,,9,,November 16 2024,The Willow School,4.0,,,
287,288,,35.0,40.0,71.0,18,1,16,1,In Processing,,,,,2024-10-10 23:23:53,,,9,,November 16 2024,KIPP East,,,,
288,289,,82.0,98.0,93.0,79,22,27,30,In Processing,,,,,2024-10-11 4:13:52,,,9,,November 16 2024,Lake Forest Elementary Charter School,,,,
289,290,,22.0,54.0,55.0,17,1,8,8,In Processing,,,,,2024-10-11 6:57:54,,,9,,March 22 2025 (No-rest option),Benjamin Franklin Elementary,,,,
290,291,30.0,84.0,70.0,64.0,82.0,23,13,16,Eligible,,,,30.0,2024-10-11 9:56:47,,,9,,March 22 2025 (No-rest option),Mary McLeod Bethune Elementary,3.75,,,
291,292,30.0,77.0,89.0,68.0,89.0,19,15,25,Eligible,,,,30.0,2024-10-11 13:10:40,,,9,,November 16 2024,Morris Jeff Community School,3.38,,,
292,293,30.0,99.0,99.0,99.0,120.0,30,30,30,Eligible,,,,30.0,2024-10-11 13:39:48,,,9,,December 14 2024,The Willow School,3.88,,,
293,294,,90.0,83.0,74.0,66,26,18,22,In Processing,,,,,2024-10-11 13:58:33,,,11,,November 16 2024,Jesuit High School,,,,
294,295,,21.0,57.0,29.0,11,1,1,9,In Processing,,,,,2024-10-11 15:22:30,,,9,,December 14 2024,Edward Hynes Parkview,,,,
295,296,,71.0,89.0,53.0,48,16,7,25,In Processing,,,,,2024-10-11 15:38:46,,,9,,March 22 2025 (No-rest option),Esperanza Charter School,,,,
296,297,30.0,62.0,99.0,95.0,100.0,12,28,30,Eligible,,,,30.0,2024-10-11 16:39:16,,,9,,November 16 2024,St. Andrew's Episcopal School,3.75,,,
297,298,,36.0,69.0,22.0,17,1,1,15,In Processing,,,,,2024-10-11 17:13:28,,,9,,April 26 2025 (No-rest option),Audubon Gentilly,,,,
298,299,30.0,72.0,86.0,69.0,86.0,17,15,24,Eligible,,,,30.0,2024-10-11 17:25:13,,,9,,March 22 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,4.0,,,
299,300,,,,,0,,,,In Processing,,,,,2024-10-11 19:26:24,,,10,,January 18 2025,Other,,,,
300,301,,48.0,65.0,51.0,24,5,6,13,In Processing,,,,,2024-10-11 19:31:54,,,9,,April 26 2025 (No-rest option),Success at Thurgood Marshall,,,,
301,302,,49.0,73.0,41.0,23,5,1,17,In Processing,,,,,2024-10-11 19:38:29,,,9,,March 22 2025 (No-rest option),Homer Plessy Community School,,,,
302,303,30.0,99.0,99.0,99.0,120.0,30,30,30,Eligible,,,,30.0,2024-10-11 23:16:46,,,9,,November 16 2024,Lake Castle Private School,3.5,,,
303,304,30.0,89.0,99.0,99.0,115.0,25,30,30,Eligible,,,,30.0,2024-10-12 9:39:27,,,9,,November 16 2024,Renew Dolores T. Aaron Academy,4.0,,,
304,305,30.0,99.0,94.0,99.0,118.0,30,30,28,Eligible,,,,30.0,2024-10-12 14:53:05,,,9,,December 14 2024,Lycee Francais de la Nouvelle Orleans,4.0,,,
305,306,20.0,57.0,89.0,88.0,79.0,9,25,25,In Processing,,,,20.0,2024-10-12 15:28:11,,,9,Test Accommodations Approved,April 26 2025 (No-rest option),Homer Plessy Community School,2.5,,,
306,307,,93.0,92.0,46.0,58,27,4,27,In Processing,,,,,2024-10-12 16:47:23,,,10,,February 15 2025 (No-rest option),Other,,,,
307,308,,40.0,84.0,88.0,49,1,25,23,In Processing,,,,,2024-10-12 17:22:45,,,9,,February 15 2025 (No-rest option),The Willow School,,,,
308,309,,,,,0,,,,In Processing,,,,,2024-10-12 19:02:59,,,9,,April 26 2025 (No-rest option),Other,,,,
309,310,30.0,87.0,94.0,99.0,112.0,24,30,28,Eligible,,,,30.0,2024-10-13 10:31:16,,,10,,January 18 2025,Jesuit High School,3.8,,,
310,311,28.0,78.0,92.0,53.0,82.0,20,7,27,Eligible,,,,28.0,2024-10-13 10:56:19,,,9,,March 22 2025 (No-rest option),Ursuline Academy,3.33,,,
311,312,23.0,96.0,85.0,53.0,82.0,29,7,23,In Processing,,,,23.0,2024-10-13 11:28:00,,,9,,April 26 2025 (No-rest option),Lake Castle Private School,2.89,,,
312,313,,50.0,63.0,14.0,19,6,1,12,In Processing,,,,,2024-10-13 11:51:16,,,9,,February 15 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
313,314,,,,,0,,,,In Processing,,,,,2025-01-15 13:09:13,,,9,,March 22 2025 (No-rest option),Other,,,,
314,315,30.0,84.0,98.0,99.0,113.0,23,30,30,Eligible,,,,30.0,2024-10-13 15:00:55,,,9,,November 16 2024,The Willow School,4.0,,,
315,316,30.0,97.0,97.0,99.0,118.0,29,30,29,Eligible,,,,30.0,2024-10-13 17:56:48,,,9,,December 14 2024,Lake Forest Elementary Charter School,3.88,,,
316,317,,52.0,63.0,46.0,23,7,4,12,In Processing,,,,,2024-10-13 18:08:45,,,9,,November 16 2024,Lake Forest Elementary Charter School,,,,
317,318,30.0,75.0,96.0,99.0,107.0,18,30,29,Eligible,,,,30.0,2024-10-13 20:10:54,,,9,,December 14 2024,Audubon Uptown Montessori and French,3.5,,,
